,product_image,product_ram,product_condition,product_cost,product_name,product_storage,product_color,original_cost
318,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/n/z/v/3-pro-64-u-rmx1851-realme-6-original-imaffnummgzjf4jv.jpeg?q=70,6 GB RAM,Refurbished - Good,₹ 10199.00,realme 3 Pro,128 GB,Lightning Purple,13198
319,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/w/j/x/honor-9-lite-lld-al10-original-imaf6mdadthhcmav.jpeg?q=70,4 GB RAM,Refurbished - Superb,₹ 8999.00,Honor 9 Lite,64 GB,Sapphire Blue,22420
320,https://rukminim1.flixcart.com/image/612/612/jk1grrk0/mobile-refurbished/b/a/m/galaxy-a7-16-u-na-samsung-2-original-imaf6meyfdyuzvzj.jpeg?q=70,2 GB RAM,Refurbished - Okay,₹ 4299.00,SAMSUNG Galaxy A7,16 GB,Midnight Black,25500
321,https://rukminim1.flixcart.com/image/612/612/jo8xg280/mobile-refurbished/h/e/z/f5-32-b-cph1723-oppo-4-original-imafar6fszpfayqk.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 6899.00,OPPO F5,32 GB,Black,24960
322,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/n/9/g/redmi-5a-32-u-mci3b-mi-3-original-imaf6mgq2yxmn5fn.jpeg?q=70,2 GB RAM,Refurbished - Superb,₹ 4979.00,Redmi 5A,16 GB,Gold,9900
323,https://rukminim1.flixcart.com/image/612/612/jpcxrww0/mobile/g/z/n/mi-redmi-6-pro-na-original-imafawhpcxxytf3f.jpeg?q=70,3 GB RAM,Refurbished - Superb,₹ 6499.00,Redmi 6 Pro,32 GB,Red,13300
324,https://rukminim1.flixcart.com/image/612/612/k1fbmvk0pkrrdj/mobile-refurbished/t/s/m/4-2-32-c-ta-1152-nokia-3-original-imafgx99xr7fhg8r.jpeg?q=70,3 GB RAM,Refurbished - Okay,₹ 6299.00,Nokia 4.2,32 GB,Black,11796
326,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/x/t/h/y91i-16-a-1820-vivo-2-original-imafegpdzevxhhn2.jpeg?q=70,2 GB RAM,Refurbished - Good,₹ 5789.00,ViVO Y91i,32 GB,Fusion Black,11561
327,https://rukminim1.flixcart.com/image/612/612/jjq18y80/mobile-refurbished/q/h/j/redmi-2-prime-16-u-mzb4397in-mzb4398in-mi-2-original-imaf6mdsvabs6aju.jpeg?q=70,2 GB RAM,Refurbished - Good,₹ 3999.00,Redmi 2 Prime,16 GB,Grey,11880
330,https://rukminim1.flixcart.com/image/612/612/klzhq4w0pkrrdj/mobile-refurbished/q/m/x/curve-9380-512-u-na-blackberry-original-imagyzhnu4jh9qmh.jpeg?q=70,512 MB RAM,Refurbished - Superb,₹ 2499.00,Blackberry Curve 9380,512 MB,Black,10672
331,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/j/f/m/k8-note-64-u-xt-1902-3-lenovo-4-original-imaf6mdzhfbzumg9.jpeg?q=70,4 GB RAM,Refurbished - Okay,₹ 5199.00,lenovo K8 Note,64 GB,Fine Gold,16007
332,https://rukminim1.flixcart.com/image/612/612/jjq18y80/mobile-refurbished/y/e/v/galaxy-grand-prime-8-c-sm-g530hzddins-samsung-1-original-imaf6mdxrgyhgpcv.jpeg?q=70,1 GB RAM,Refurbished - Good,₹ 2999.00,SAMSUNG Galaxy Grand Prime,8 GB,Gold,11900
333,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/9/4/g/redmi-note-3-32-u-mzb4666in-mzb4667in-mzb4668in-mzb4725in-mi-3-original-imaf6mh6hng6s3tt.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 4999.00,Redmi Note 3,32 GB,Silver,15840
334,https://rukminim1.flixcart.com/image/612/612/k0lbdzk0pkrrdj/mobile/y/r/k/samsung-galaxy-a50-sm-a505fzwgins-original-imafhgdhgmnnuekp.jpeg?q=70,6 GB RAM,Refurbished - Good,₹ 18999.00,SAMSUNG Galaxy A50,64 GB,White,21757
335,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/9/4/g/redmi-note-3-32-u-mzb4666in-mzb4667in-mzb4668in-mzb4725in-mi-3-original-imaf6mh6hng6s3tt.jpeg?q=70,3 GB RAM,Refurbished - Okay,₹ 5899.00,Redmi Note 3,32 GB,Silver,15840
336,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/m/b/b/mi-redmi-note-5-pro-mzb6080in-mzb6088in-original-imaf6mhnrdbtzuvw.jpeg?q=70,4 GB RAM,Unboxed - Like New,₹ 7499.00,Redmi Note 5 Pro,64 GB,Gold,17820
337,https://rukminim1.flixcart.com/image/612/612/jraycnk0/mobile-refurbished/9/a/7/redmi-2-8-d-mzb4395in-mzb4283in-mi-1-original-imaf6mez7pggmtp8.jpeg?q=70,2 GB RAM,Refurbished - Good,₹ 3999.00,Redmi 2 Prime,16 GB,White,11880
338,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/4/e/h/moto-g4-plus-16-u-xt1643-motorola-2-original-imaf6mdbabs6eddt.jpeg?q=70,2 GB RAM,Refurbished - Okay,₹ 9999.00,Moto G4 Plus,16 GB,Black,14720
340,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/h/c/c/realme-2-pro-rmx1801-original-imafbhfnygut6xtf.jpeg?q=70,6 GB RAM,Refurbished - Superb,₹ 9499.00,realme 2 Pro,64 GB,Black Sea,10500
342,https://rukminim1.flixcart.com/image/612/612/k5bcscw0/mobile/a/c/f/vivo-z1x-vivo-1917-pd1921f-ex-original-imafkfdzd5cqwkbj.jpeg?q=70,6 GB RAM,Refurbished - Good,₹ 16990.00,ViVO Z1x,64 GB,Fusion Blue,19565
344,https://rukminim1.flixcart.com/image/612/612/kamtsi80/mobile/z/c/w/samsung-galaxy-a31-sm-a315fzbwins-original-imafs5p5kwscdurq.jpeg?q=70,6 GB RAM,Refurbished - Superb,₹ 15999.00,SAMSUNG Galaxy A31,128 GB,Prism Crush Blue,17999
345,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/z/c/f/mi-redmi-6a-m1804c3ci-redmi-6a-original-imafem27ftnmqnub.jpeg?q=70,2 GB RAM,Refurbished - Okay,₹ 4499.00,Redmi 6A,16 GB,Rose Gold,10890
346,https://rukminim1.flixcart.com/image/612/612/k51cpe80pkrrdj/mobile/5/y/e/realme-xt-rmx1921-original-imafk8h2gbyatyyr.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 13199.00,realme XT,64 GB,Pearl Blue,19805
347,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/g/e/7/3-64-d-rmx1825-realme-3-original-imafeybgs4babmxw.jpeg?q=70,3 GB RAM,Refurbished - Okay,₹ 7299.00,realme 3,32 GB,Radiant Blue,9000
348,https://rukminim1.flixcart.com/image/612/612/kcjexe80pkrrdj/mobile-refurbished/t/g/x/vibe-k5-16-d-vibe-k5-lenovo-2-original-imaftz9nchnj6zya.jpeg?q=70,2 GB RAM,Refurbished - Okay,₹ 3499.00,lenovo Vibe K5,16 GB,Silver,10672
349,https://rukminim1.flixcart.com/image/612/612/jtn9bww0/mobile-refurbished/z/y/g/redmi-note-7-64-u-mzb7265in-mi-4-original-imafeyb9yuaaqw9k.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 7099.00,Redmi Note 7,64 GB,Onyx Black,11200
350,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/a/q/h/lenovo-k6-note-k53a48-original-imafbb3dxtz9gmt3.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 5398.00,lenovo K6 Note,32 GB,Golden,22232
351,https://rukminim1.flixcart.com/image/612/612/k3xcdjk0pkrrdj/mobile/q/h/w/vivo-y95-1807-1818-original-imafbhyxhpd9jwbb.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 8499.00,ViVO Y95,64 GB,Starry Black,22232
352,https://rukminim1.flixcart.com/image/612/612/k51cpe80pkrrdj/mobile/5/y/e/realme-xt-rmx1921-original-imafk8h2gbyatyyr.jpeg?q=70,4 GB RAM,Refurbished - Superb,₹ 13599.00,realme XT,64 GB,Pearl Blue,19805
353,https://rukminim1.flixcart.com/image/612/612/jraycnk0/mobile-refurbished/2/f/n/k6-power-16-b-k33a42-lenovo-2-original-imaf6mdtwhmnhyuf.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 4299.00,lenovo K6 Power,32 GB,Silver,15118
354,https://rukminim1.flixcart.com/image/612/612/jpr86fk0/mobile-refurbished/y/z/t/k6-note-32-d-k53a48-lenovo-4-original-imafbxc7cpgpdqvx.jpeg?q=70,4 GB RAM,Refurbished - Okay,₹ 14500.00,lenovo K6 Note,32 GB,Golden,22232
355,https://rukminim1.flixcart.com/image/612/612/k5vcya80pkrrdj/mobile-refurbished/t/t/w/redmi-7-64-a-na-mi-2-original-imafg28efxmzxxu7.jpeg?q=70,3 GB RAM,Refurbished - Superb,₹ 7299.00,Redmi 7,32 GB,Comet Blue,9240
356,https://rukminim1.flixcart.com/image/612/612/jr83gy80/mobile-refurbished/h/f/h/vibe-x3-32-d-vibe-x3-lenovo-3-original-imafd2g5ymmyzf7j.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 5199.00,lenovo Vibe X3,32 GB,Matte White,26679
357,https://rukminim1.flixcart.com/image/612/612/jjq18y80/mobile-refurbished/h/f/f/iphone-6s-64-a-mkqn2hn-a-apple-2-original-imaf6nh6vhsjrvbm.jpeg?q=70,6 GB RAM,Refurbished - Good,₹ 13299.00,APPLE iPhone 6s,64 GB,Space Grey,23460
358,https://rukminim1.flixcart.com/image/612/612/jms25jk0-1/mobile-refurbished/z/c/5/oneplus-5t-128-a-a5010-oneplus-8-original-imaf9m4z3h2yewek.jpeg?q=70,2 GB RAM,Refurbished - Superb,₹ 14999.00,OnePlus 5T,64 GB,Midnight Black,68880
359,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/k/n/5/galaxy-j5-prime-16-u-sm-g570fzkdins-samsung-2-original-imaf6meu3gszcrph.jpeg?q=70,,Refurbished - Okay,₹ 4899.00,SAMSUNG Galaxy J5 Prime,16 GB,Black,10200
361,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/b/g/u/pixel-128-u-g-2pw4200-052-a-google-4-original-imaf6mhhcwgzhntt.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 11899.00,Google Pixel,32 GB,Quite Black,26100
362,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/b/c/c/mi-redmi-6a-redmi-6a-m1804c3ci-original-imafem26fdbhgza3.jpeg?q=70,2 GB RAM,Refurbished - Superb,₹ 4999.00,Redmi 6A,32 GB,Black,10890
363,https://rukminim1.flixcart.com/image/612/612/jms25jk0-1/mobile-refurbished/z/c/5/oneplus-5t-128-a-a5010-oneplus-8-original-imaf9m4z3h2yewek.jpeg?q=70,8 GB RAM,Refurbished - Good,₹ 16299.00,OnePlus 5T,128 GB,Midnight Black,68880
364,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/n/9/g/redmi-5a-32-u-mci3b-mi-3-original-imaf6mgq2yxmn5fn.jpeg?q=70,2 GB RAM,Unboxed - Like New,₹ 5349.00,Redmi 5A,16 GB,Gold,9900
365,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/x/s/r/c2-32-b-rmx1941-realme-3-original-imaffnumfyvfzc8y.jpeg?q=70,2 GB RAM,Refurbished - Superb,₹ 6999.00,realme C2,32 GB,Diamond Black,7790
366,https://rukminim1.flixcart.com/image/612/612/k2tc1ow0pkrrdj/mobile-refurbished/f/p/s/redmi-note-7s-32-b-mzb7746in-mi-3-original-imafe48pmu5q6ygz.jpeg?q=70,4 GB RAM,Unboxed - Like New,₹ 9499.00,Redmi Note 7S,64 GB,Ruby Red,13860
367,https://rukminim1.flixcart.com/image/612/612/k3ncakw0pkrrdj/mobile/s/z/3/yu-yureka-note-yu6000-original-imaf6mdt4sndkruu.jpeg?q=70,3 GB RAM,Refurbished - Okay,₹ 3549.00,YU Yureka Note,16 GB,Black,16007
369,https://rukminim1.flixcart.com/image/612/612/k51cpe80pkrrdj/mobile/f/f/c/vivo-z1pro-vivo-1951-pd1911f-ex-original-imafhmyaytjannkv.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 12799.00,ViVO Z1Pro,64 GB,Sonic Black,16897
370,https://rukminim1.flixcart.com/image/612/612/k1zbssw0pkrrdj/mobile-refurbished/y/g/e/moto-c-8-u-xt1755-motorola-1-original-imaf6mdx3dpv3xps.jpeg?q=70,1 GB RAM,Refurbished - Okay,₹ 5399.00,Moto C,16 GB,Starry Black,9200
371,https://rukminim1.flixcart.com/image/612/612/k0lbdzk0pkrrdj/mobile/c/r/v/mi-redmi-note-7-pro-mzb7464in-original-imafeybfxdfpuzs8.jpeg?q=70,4 GB RAM,Unboxed - Like New,₹ 9999.00,Redmi Note 7 Pro,64 GB,Neptune Blue,14990
374,https://rukminim1.flixcart.com/image/612/612/k65d18w0pkrrdj/mobile/h/r/z/realme-5-rmx1911-original-imafje8bfnzya5ty.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 9999.00,realme 5,128 GB,Crystal Purple,11390
375,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/m/z/6/realme-c1-rmx1811-original-imafh8sxdsrxg7mb.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 8999.00,realme C1,32 GB,Navy Blue,7000
376,https://rukminim1.flixcart.com/image/612/612/jr83gy80/mobile-refurbished/j/m/2/moto-z2-play-64-u-xt1710-10-motorola-4-original-imafd2g5gtgpgbyz.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 8999.00,Moto Z2 Play,64 GB,Lunar Gray,21160
377,https://rukminim1.flixcart.com/image/612/612/joynde80/mobile-refurbished/y/u/w/5-16-b-ta-1053-nokia-5-ds-nokia-3-original-imafbb3e9wrnxzv2.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 4799.00,Nokia 5,16 GB,Silver,10000
378,https://rukminim1.flixcart.com/image/612/612/jyoq93k0/mobile-refurbished/n/c/n/4i-32-u-mzb4343in-mzb4299in-mi-2-original-imaf6mgvzs47qpcm.jpeg?q=70,2 GB RAM,Refurbished - Okay,₹ 3799.00,Mi 4i,16 GB,White,25740
379,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/z/e/t/iphone-6-32-u-mq3e2hn-a-apple-0-original-imaf6mdttnypszhe.jpeg?q=70,1 GB RAM,Refurbished - Superb,₹ 18299.00,APPLE iPhone 6,32 GB,Gold,10200
380,https://rukminim1.flixcart.com/image/612/612/kbfeljk0pkrrdj/mobile-refurbished/y/j/d/a6000-laminated-8-c-na-laminated-lenovo-1-original-imafsthbfhd9jgv4.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 4999.00,lenovo A6000,8 GB,Black,8893
381,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/e/z/e/motorola-moto-g6-xt-1925-13-original-imaf9f375abntcty.jpeg?q=70,2 GB RAM,Refurbished - Good,₹ 7499.00,Moto G6,64 GB,Indigo Black,18400
382,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/5/q/e/y91i-32-u-1820-vivo-2-original-imafegpdvpncyxew.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 6199.00,ViVO Y91i,16 GB,Ocean Blue,11561
383,https://rukminim1.flixcart.com/image/612/612/k1pbpu80pkrrdj/mobile/8/g/h/mi-redmi-5a-mci3b-original-imaf6mgnhdhwc9bh.jpeg?q=70,6 GB RAM,Refurbished - Superb,₹ 5249.00,Redmi 5A,32 GB,Rose Gold,9900
384,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/x/8/f/3-pro-64-u-rmx1851-realme-6-original-imaffnumyfwgkzsc.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 9699.00,realme 3 Pro,64 GB,Carbon Grey,13198
387,https://rukminim1.flixcart.com/image/612/612/jjq18y80/mobile-refurbished/f/9/j/9-lite-64-b-lld-al10-honor-4-original-imaf6mffmx6sdn85.jpeg?q=70,3 GB RAM,Refurbished - Superb,₹ 7999.00,Honor 9 Lite,32 GB,Glacier Grey,22420
388,https://rukminim1.flixcart.com/image/612/612/jo8xg280/mobile-refurbished/w/s/z/eluga-ray-16-u-eb-90s50eryn-panasonic-3-original-imafar6ctzmgng97.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 5999.00,Panasonic Eluga Ray,16 GB,Gold,9782
389,https://rukminim1.flixcart.com/image/612/612/jnm2efk0/mobile-refurbished/b/9/f/galaxy-a7-64-c-sm-a750fzddins-samsung-4-original-imafa9cp79syjcpf.jpeg?q=70,2 GB RAM,Refurbished - Superb,₹ 17500.00,SAMSUNG Galaxy A7,64 GB,Gold,25500
390,https://rukminim1.flixcart.com/image/612/612/jrf8o7k0/mobile-refurbished/b/v/b/vibe-k5-16-d-vibe-k5-lenovo-2-original-imafd89r5t4dbeyu.jpeg?q=70,6 GB RAM,Refurbished - Good,₹ 3499.00,lenovo Vibe K5,16 GB,Grey,10672
391,https://rukminim1.flixcart.com/image/612/612/jrf8o7k0/mobile-refurbished/z/q/f/oneplus-5-64-c-na-oneplus-6-original-imafd89q4ayg4tbh.jpeg?q=70,3 GB RAM,Refurbished - Superb,₹ 11998.00,OnePlus 5,64 GB,Midnight Black,41000
393,https://rukminim1.flixcart.com/image/612/612/k51cpe80pkrrdj/mobile/5/j/g/samsung-galaxy-m40-m40-original-imafg6vph4j6fazf.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 10769.00,SAMSUNG Galaxy M40,128 GB,Seawater Blue,17000
394,https://rukminim1.flixcart.com/image/612/612/jtn9bww0/mobile-refurbished/z/w/r/redmi-note-7-64-a-mzb7266in-mi-4-original-imafeybae4rncpvz.jpeg?q=70,2 GB RAM,Refurbished - Okay,₹ 8299.00,Redmi Note 7,64 GB,Sapphire Blue,11200
395,https://rukminim1.flixcart.com/image/612/612/k51cpe80pkrrdj/mobile/z/y/u/samsung-galaxy-m10-m10-original-imafhgdee8agfhjz.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 6099.00,SAMSUNG Galaxy M10,16 GB,Ocean Blue,19134
396,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/n/9/g/redmi-5a-32-u-mci3b-mi-3-original-imaf6mgq2yxmn5fn.jpeg?q=70,2 GB RAM,Refurbished - Okay,₹ 4399.00,Redmi 5A,32 GB,Gold,9900
397,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/z/c/f/mi-redmi-6a-m1804c3ci-redmi-6a-original-imafem27ftnmqnub.jpeg?q=70,2 GB RAM,Refurbished - Superb,₹ 4799.00,Redmi 6A,16 GB,Rose Gold,10890
398,https://rukminim1.flixcart.com/image/612/612/k0y6cnk0/mobile/u/e/p/mi-redmi-8a-mzb8458in-original-imafkmhycvhcsrzm.jpeg?q=70,2 GB RAM,Refurbished - Good,₹ 6999.00,Redmi 8A,32 GB,Ocean Blue,7990
399,https://rukminim1.flixcart.com/image/612/612/jsaocy80/mobile-refurbished/m/g/q/redmi-4a-16-c-redmi-4a-redmi-2-original-imafdk2hrspwwagf.jpeg?q=70,,Refurbished - Superb,₹ 4199.00,Redmi 4A,16 GB,Gold,10890
400,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/n/y/p/f11-128-a-cph1911-oppo-6-original-imafg4zzjz8mjjwr.jpeg?q=70,6 GB RAM,Refurbished - Superb,₹ 10999.00,OPPO F11,128 GB,Marble Green,19500
401,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/j/g/u/mi-redmi-note-5-pro-mzb6083in-original-imaf6mhhzt797tfr.jpeg?q=70,4 GB RAM,Refurbished - Okay,₹ 6699.00,Redmi Note 5 Pro,64 GB,Black,17820
403,https://rukminim1.flixcart.com/image/612/612/jraycnk0/mobile-refurbished/s/b/n/a6600-plus-16-d-na-lenovo-2-original-imafd4r95qpzgt5u.jpeg?q=70,2 GB RAM,Refurbished - Good,₹ 4299.00,lenovo A6600 Plus,16 GB,White,11561
404,https://rukminim1.flixcart.com/image/612/612/jpr86fk0/mobile-refurbished/r/r/e/redmi-6-64-d-mzb6663in-mi-3-original-imafbxfgygf25ggd.jpeg?q=70,3 GB RAM,Refurbished - Okay,₹ 6199.00,Redmi 6,32 GB,Rose Gold,12870
405,https://rukminim1.flixcart.com/image/612/612/jmthle80/mobile-refurbished/g/m/d/oneplus-6-64-u-a6000-oneplus-6-original-imaf9nyccjzdx32m.jpeg?q=70,8 GB RAM,Refurbished - Good,₹ 17999.00,OnePlus 6,128 GB,Midnight Black,33620
406,https://rukminim1.flixcart.com/image/612/612/k0lbdzk0pkrrdj/mobile/5/8/h/mi-redmi-note-7-pro-mzb7463in-original-imafeybchwasdygf.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 7899.00,Redmi Note 7 Pro,64 GB,Nebula Red,14990
407,https://rukminim1.flixcart.com/image/612/612/k2jbyq80pkrrdj/mobile-refurbished/g/e/7/3-64-d-rmx1825-realme-3-original-imafeybgs4babmxw.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 7180.00,realme 3,64 GB,Radiant Blue,9000
409,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/c/x/d/vivo-v7-1716-original-imaf9wfequmrunrf.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 7699.00,ViVO V7+,64 GB,Matte Black,32015
410,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/f/t/7/nokia-3-ta-1032-ds-original-imaf6mdshtrxtste.jpeg?q=70,2 GB RAM,Refurbished - Good,₹ 3699.00,Nokia 3,16 GB,Tempered Blue,8300
412,https://rukminim1.flixcart.com/image/612/612/jm0wscw0/mobile-refurbished/w/h/f/7a-32-c-v100r001-aum-al20-honor-3-original-imaf9f37ethgq3st.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 5990.00,Honor 7A,32 GB,Black,14160
413,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/8/g/k/eluga-ray-max-64-u-eb-90s52erm-eb-90s52ermy-panasonic-4-original-imaf6mhfuhkytakn.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 10699.00,Panasonic Eluga Ray Max,64 GB,Gold,15118
414,https://rukminim1.flixcart.com/image/612/612/jm0wscw0/mobile-refurbished/9/b/d/galaxy-on6-64-z-sm-j600gzkfins-samsung-4-original-imaf9f37gdttepnq.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 6999.00,SAMSUNG Galaxy On6,64 GB,Black,8500
415,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/s/y/x/galaxy-j5-8-u-sm-j500fzkdins-inu-samsung-1-5-original-imaf6mdzzkgzuy3h.jpeg?q=70,1.5 GB RAM,Refurbished - Good,₹ 3799.00,SAMSUNG Galaxy J5,8 GB,Black,13600
416,https://rukminim1.flixcart.com/image/612/612/jyxaw7k0/mobile/j/g/u/mi-redmi-note-5-pro-mzb6083in-original-imaf6mhhzt797tfr.jpeg?q=70,6 GB RAM,Refurbished - Okay,₹ 10149.00,Redmi Note 5 Pro,64 GB,Black,17820
417,https://rukminim1.flixcart.com/image/612/612/k0lbdzk0pkrrdj/mobile/y/r/k/samsung-galaxy-a50-sm-a505fzwgins-original-imafhgdhgmnnuekp.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 9289.00,SAMSUNG Galaxy A50,64 GB,White,21757
418,https://rukminim1.flixcart.com/image/612/612/jjq18y80/mobile-refurbished/y/n/m/galaxy-j7-prime-32-u-sm-g610fzddins-sm-g610fzdoins-samsung-3-original-imaf6mdsnhvqmavz.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 6199.00,SAMSUNG Galaxy J7 Prime,32 GB,Gold,17850
419,https://rukminim1.flixcart.com/image/612/612/k1pbpu80pkrrdj/mobile/v/q/u/realme-2-rmx1805-original-imaf9f339awnhqxz.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 5999.00,realme 2,32 GB,Diamond Black,8400
420,https://rukminim1.flixcart.com/image/612/612/jpbic280/mobile-refurbished/e/y/x/k9-32-u-padv0030cn-lenovo-3-original-imafbhyzdsp2ygrg.jpeg?q=70,3 GB RAM,Refurbished - Good,₹ 6899.00,lenovo K9,32 GB,Blue,11561
421,https://rukminim1.flixcart.com/image/612/612/jm0wscw0/mobile-refurbished/t/9/s/y83-pro-64-c-1726-1803-vivo-4-original-imaf9f37xzpmhfkx.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 10599.00,ViVO Y83 Pro,64 GB,Black,17786
425,https://rukminim1.flixcart.com/image/612/612/k2tc1ow0pkrrdj/mobile-refurbished/f/a/c/k8-plus-32-u-pa8c0020in-pa8c0003in-lenovo-3-original-imaf6nh2h6vmxzth.jpeg?q=70,3 GB RAM,Refurbished - Okay,₹ 5299.00,lenovo K8 Plus,32 GB,Venom Black,17786
427,https://rukminim1.flixcart.com/image/612/612/k2tc1ow0pkrrdj/mobile-refurbished/v/h/v/redmi-6-pro-64-d-6-pro-mi-4-original-imafgvg4sdgrfztb.jpeg?q=70,4 GB RAM,Refurbished - Okay,₹ 7099.00,Redmi 6 Pro,64 GB,Gold,13300
428,https://rukminim1.flixcart.com/image/612/612/jpbic280/mobile-refurbished/x/g/t/6-128-a-6-oneplus-8-original-imaf9yzqcfe5zt4w.jpeg?q=70,8 GB RAM,Refurbished - Superb,₹ 20499.00,OnePlus 6,128 GB,Mirror Black,33620
429,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/p/j/q/f3-64-d-cph1609-oppo-4-original-imaf6mdy58de4akw.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 6899.00,OPPO F3,64 GB,Black,20280
434,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/v/b/3/redmi-2-8-u-mzb4395in-mzb4283in-mi-1-original-imae9t7zabfzkxz6.jpeg?q=70,1 GB RAM,Refurbished - Good,₹ 3499.00,Redmi 2,8 GB,White,12870
435,https://rukminim1.flixcart.com/image/612/612/jjolt3k0/mobile-refurbished/5/k/3/pixel-2-xl-64-u-g011c-ga00125-in-google-4-original-imaf6me23w5gbmzg.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 27999.00,Google Pixel 2 XL,64 GB,Just Black,32999
436,https://rukminim1.flixcart.com/image/612/612/k51cpe80pkrrdj/mobile/g/f/m/samsung-galaxy-m30s-sm-m307fzbdins-original-imafkzzf3vfqzrfz.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 9399.00,SAMSUNG Galaxy M30s,64 GB,Blue,21675
440,https://rukminim1.flixcart.com/image/612/612/jm0wscw0/mobile-refurbished/t/9/s/y83-pro-64-c-1726-1803-vivo-4-original-imaf9f37xzpmhfkx.jpeg?q=70,4 GB RAM,Refurbished - Good,₹ 10599.00,ViVO Y83 Pro,64 GB,Black,17786
444,https://rukminim1.flixcart.com/image/612/612/k2tc1ow0pkrrdj/mobile-refurbished/f/a/c/k8-plus-32-u-pa8c0020in-pa8c0003in-lenovo-3-original-imaf6nh2h6vmxzth.jpeg?q=70,3 GB RAM,Refurbished - Okay,₹ 5299.00,lenovo K8 Plus,32 GB,Venom Black,17786
